"序列编号","病灶","影像工具","影像结果","自定义内容"
"1.2.840.113619.2.416.2228928940490403076604403149282443739111.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":101.36040609137055,""y"":264.7715736040609,""z"":32,""mind"":4.56852791878172,""maxd"":5.9390862944162315,""direction"":""{\""x\"":6.497461928934001,\""y\"":8.446700507614196,\""z\"":0}""}{""x"":203.0456852791877,""y"":358.3350253807107,""z"":321,""mind"":4.111675126903536,""maxd"":6.852791878172599,""direction"":""{\""x\"":9.74619289340103,\""y\"":5.847715736040584,\""z\"":0}""}",""
"1.2.840.113619.2.416.2228928940490403076604403149282443739111.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":101.36040609137052,""y"":265.74619289340103,""z"":32,""mind"":3.6548223350253517,""maxd"":3.6548223350253917,""direction"":""{\""x\"":5.197969543147224,\""y\"":5.197969543147167,\""z\"":0}""}{""x"":203.3705583756345,""y"":357.68527918781723,""z"":321,""mind"":7.309644670050743,""maxd"":8.680203045685255,""direction"":""{\""x\"":10.39593908629439,\""y\"":12.345177664974585,\""z\"":0}""}",""
"1.2.840.113619.2.416.2228928940490403076604403149282443739111.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":100.67027027027027,""y"":264.3027027027027,""z"":32,""mind"":5.837837837837858,""maxd"":7.297297297297303,""direction"":""{\""x\"":10.378378378378386,\""y\"":8.302702702702732,\""z\"":0}""}{""x"":410.9644670050761,""y"":199.79695431472078,""z"":363,""mind"":5.939086294416251,""maxd"":9.593908629441623,""direction"":""{\""x\"":13.64467005076142,\""y\"":8.446700507614224,\""z\"":0}""}",""
"1.3.12.2.1107.5.1.4.73436.300000190515000625732000797881.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":229.68527918781723,""y"":285.8883248730964,""z"":14,""mind"":8.60406091370561,""maxd"":9.894670050761441,""direction"":""{\""x\"":14.944162436548254,\""y\"":12.99492385786806,\""z\"":0}""}{""x"":97.78680203045684,""y"":204.994923857868,""z"":260,""mind"":5.0253807106599035,""maxd"":5.9390862944162315,""direction"":""{\""x\"":8.446700507614196,\""y\"":7.147208121827418,\""z\"":0}""}",""
"1.3.12.2.1107.5.1.4.73436.300000190515000625732000797881.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":230.33502538071065,""y"":286.2131979695431,""z"":14,""mind"":7.31345177664974,""maxd"":9.034263959390861,""direction"":""{\""x\"":13.64467005076142,\""y\"":11.045685279187808,\""z\"":0}""}{""x"":121.42702702702698,""y"":193.7297297297297,""z"":324,""mind"":6.810810810810821,""maxd"":8.270270270270267,""direction"":""{\""x\"":11.762162162162156,\""y\"":9.686486486486501,\""z\"":0}""}",""
"1.3.12.2.1107.5.1.4.73436.300000190515000625732000797881.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":229.36216216216212,""y"":286.09729729729725,""z"":14,""mind"":12.368918918918943,""maxd"":14.201351351351319,""direction"":""{\""x\"":21.4486486486486,\""y\"":18.681081081081118,\""z\"":0}""}{""x"":202.37837837837833,""y"":355.28648648648647,""z"":321,""mind"":10.216216216216232,""maxd"":11.189189189189195,""direction"":""{\""x\"":14.529729729729752,\""y\"":15.913513513513522,\""z\"":0}""}",""
"1.2.840.113619.2.416.2797555311283308193680980608015909828561.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":203.3705583756345,""y"":358.01015228426394,""z"":41,""mind"":7.309644670050743,""maxd"":7.309644670050783,""direction"":""{\""x\"":10.39593908629439,\""y\"":10.395939086294447,\""z\"":0}""}{""x"":108.627027027027,""y"":205.49189189189187,""z"":256,""mind"":6.810810810810821,""maxd"":7.783783783783784,""direction"":""{\""x\"":11.07027027027027,\""y\"":9.686486486486501,\""z\"":0}""}",""
"1.2.840.113619.2.416.2797555311283308193680980608015909828561.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":203.04568527918775,""y"":358.0101522842639,""z"":41,""mind"":6.395939086294455,""maxd"":6.852791878172599,""direction"":""{\""x\"":9.74619289340103,\""y\"":9.09644670050767,\""z\"":0}""}{""x"":385.03783783783774,""y"":265.3405405405405,""z"":140,""mind"":6.3243243243243,""maxd"":6.32432432432434,""direction"":""{\""x\"":8.99459459459456,\""y\"":8.994594594594616,\""z\"":0}""}",""
"1.2.840.113619.2.416.2797555311283308193680980608015909828561.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":203.41621621621618,""y"":356.32432432432427,""z"":41,""mind"":6.810810810810821,""maxd"":7.783783783783784,""direction"":""{\""x\"":9.686486486486501,\""y\"":11.07027027027027,\""z\"":0}""}{""x"":203.37055837563446,""y"":357.3604060913705,""z"":321,""mind"":6.395939086294415,""maxd"":6.395939086294415,""direction"":""{\""x\"":9.096446700507613,\""y\"":9.096446700507613,\""z\"":0}""}",""
"1.2.840.113619.2.416.2797555311283308193680980608015909828561.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":108.83248730964465,""y"":204.0203045685279,""z"":33,""mind"":5.9390862944162315,""maxd"":6.395939086294415,""direction"":""{\""x\"":8.446700507614196,\""y\"":9.096446700507613,\""z\"":0}""}{""x"":409.98984771573595,""y"":200.4467005076142,""z"":363,""mind"":4.5685279187816,""maxd"":5.025380710659883,""direction"":""{\""x\"":6.497461928933831,\""y\"":7.14720812182739,\""z\"":0}""}",""
"1.2.840.113619.2.416.2797555311283308193680980608015909828561.2.840.113619.2.416.185672529007973468239270490648099079346","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":109.15736040609133,""y"":204.6700507614213,""z"":33,""mind"":4.56852791878174,""maxd"":5.4822335025380875,""direction"":""{\""x\"":7.7969543147208356,\""y\"":6.49746192893403,\""z\"":0}""}{""x"":227.41116751269033,""y"":183.2284263959391,""z"":224,""mind"":4.56852791878174,""maxd"":6.395939086294415,""direction"":""{\""x\"":9.096446700507613,\""y\"":6.49746192893403,\""z\"":0}""}",""
"1.2.840.113619.2.416.2797555311283308193680980608015909828561.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":108.28108108108106,""y"":204.79999999999998,""z"":33,""mind"":6.810810810810821,""maxd"":8.270270270270267,""direction"":""{\""x\"":11.762162162162156,\""y\"":9.686486486486501,\""z\"":0}""}{""x"":416.1624365482233,""y"":279.06598984771574,""z"":392,""mind"":7.576144568527843,""maxd"":10.606602395939085,""direction"":""{\""x\"":9.746192893400917,\""y\"":13.64467005076142,\""z\"":0}""}",""
"1.2.840.113619.2.416.3006470194364664132062060565062518304621.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":99.08629441624362,""y"":218.63959390862942,""z"":29,""mind"":6.510154720812193,""maxd"":7.378175350253801,""direction"":""{\""x\"":9.74619289340103,\""y\"":11.045685279187808,\""z\"":0}""}{""x"":83.1675126903553,""y"":331.37055837563446,""z"":347,""mind"":10.101526091370545,""maxd"":11.111678700507582,""direction"":""{\""x\"":12.994923857868002,\""y\"":14.29441624365478,\""z\"":0}""}",""
"1.2.840.113619.2.416.3006470194364664132062060565062518304621.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":99.08629441624365,""y"":218.63959390862942,""z"":29,""mind"":5.642134091370547,""maxd"":7.378175350253801,""direction"":""{\""x\"":11.045685279187808,\""y\"":8.446700507614196,\""z\"":0}""}{""x"":83.1675126903553,""y"":330.7208121827411,""z"":347,""mind"":6.060915654822309,""maxd"":7.071068263959391,""direction"":""{\""x\"":9.096446700507613,\""y\"":7.796954314720779,\""z\"":0}""}",""
"1.2.840.113619.2.327.3.50990949.252.1557875858.3981.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":84.79187817258881,""y"":330.0710659898477,""z"":44,""mind"":8.586297177664967,""maxd"":11.111678700507627,""direction"":""{\""x\"":11.045685279187808,\""y\"":14.294416243654837,\""z\"":0}""}{""x"":416.1624365482233,""y"":279.71573604060916,""z"":392,""mind"":5.555839350253857,""maxd"":8.586297177664967,""direction"":""{\""x\"":7.147208121827475,\""y\"":11.045685279187808,\""z\"":0}""}",""
"1.2.840.113619.2.327.3.50990949.252.1557875858.3981.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":84.79187817258881,""y"":329.746192893401,""z"":44,""mind"":6.56599195939085,""maxd"":6.565991959390894,""direction"":""{\""x\"":8.446700507614253,\""y\"":8.446700507614196,\""z\"":0}""}{""x"":231.09189189189186,""y"":299.2432432432432,""z"":177,""mind"":6.454056129729753,""maxd"":6.991894140540558,""direction"":""{\""x\"":8.302702702702732,\""y\"":8.994594594594616,\""z\"":0}""}",""
"1.2.840.113619.2.327.3.50990949.252.1557875858.3981.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":84.13356766256594,""y"":329.7855887521969,""z"":44,""mind"":7.6942028260105335,""maxd"":9.093148794376077,""direction"":""{\""x\"":9.898066783831268,\""y\"":11.697715289982398,\""z\"":0}""}{""x"":84.75675675675672,""y"":329.68648648648644,""z"":347,""mind"":10.218922205405434,""maxd"":11.294598227027045,""direction"":""{\""x\"":14.529729729729752,\""y\"":13.145945945945982,\""z\"":0}""}",""
"1.2.840.113619.2.327.3.50990949.252.1557875858.3981.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":84.75675675675674,""y"":328.99459459459456,""z"":44,""mind"":10.21892220540539,""maxd"":11.294598227027045,""direction"":""{\""x\"":13.145945945945925,\""y\"":14.529729729729752,\""z\"":0}""}{""x"":415.827027027027,""y"":279.17837837837834,""z"":391,""mind"":9.681084194594584,""maxd"":13.445950270270266,""direction"":""{\""x\"":12.45405405405404,\""y\"":17.29729729729729,\""z\"":0}""}",""
"1.2.840.113619.2.327.3.50990949.252.1557875858.3981.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":416.1624365482233,""y"":279.39086294416245,""z"":50,""mind"":6.565991959390938,""maxd"":9.091373482233507,""direction"":""{\""x\"":8.44670050761431,\""y\"":11.695431472081225,\""z\"":0}""}{""x"":83.51686891502834,""y"":329.95831193933634,""z"":347,""mind"":5.291412263930345,""maxd"":7.643151047899378,""direction"":""{\""x\"":9.832392155724335,\""y\"":6.807040723193779,\""z\"":0}""}",""
"1.2.840.113619.2.327.3.50990949.252.1557875858.3981.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":416.48730964466995,""y"":281.01522842639594,""z"":50,""mind"":6.56599195939085,""maxd"":7.071068263959391,""direction"":""{\""x\"":9.096446700507613,\""y\"":8.446700507614196,\""z\"":0}""}{""x"":415.7382730997912,""y"":280.040013302582,""z"":392,""mind"":4.997444915934228,""maxd"":7.055216351907142,""direction"":""{\""x\"":6.428871794127474,\""y\"":9.076054297591725,\""z\"":0}""}",""
"1.2.840.113619.2.327.3.50990949.252.1557875858.3981.2.840.113619.2.327.3.50990949.252.1557875858.398.5","ANNO3ANNO3","ELLIPSEELLIPSE","{""x"":416.51891891891887,""y"":279.8702702702702,""z"":50,""mind"":10.756760216216195,""maxd"":13.445950270270266,""direction"":""{\""x\"":13.83783783783781,\""y\"":17.29729729729729,\""z\"":0}""}{""x"":397.0189111110083,""y"":309.15902084068875,""z"":346,""mind"":3.527608175953549,""maxd"":4.115542871945829,""direction"":""{\""x\"":5.294365006928501,\""y\"":4.538027148795834,\""z\"":0}""}",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
